wikidata_link,label
http://www.wikidata.org/entity/Q1855048,Schiepersberg Member
http://www.wikidata.org/entity/Q2052166,Emael Member
http://www.wikidata.org/entity/Q2342357,Farthest South
http://www.wikidata.org/entity/Q19246535,4930
http://www.wikidata.org/entity/Q19245572,4370
http://www.wikidata.org/entity/Q19246518,4920
http://www.wikidata.org/entity/Q19245578,4373
http://www.wikidata.org/entity/Q19246523,4923
http://www.wikidata.org/entity/Q19246560,4945
http://www.wikidata.org/entity/Q640037,Hope Diamond
http://www.wikidata.org/entity/Q664591,Shah Diamond
http://www.wikidata.org/entity/Q783101,Golden Jubilee Diamond
http://www.wikidata.org/entity/Q1069357,Heart of the Ocean
http://www.wikidata.org/entity/Q1166975,Darya-ye Noor
http://www.wikidata.org/entity/Q1233174,Great Mogul Diamond
http://www.wikidata.org/entity/Q1295466,Archduke Joseph
http://www.wikidata.org/entity/Q1361334,Star of Sierra Leone
http://www.wikidata.org/entity/Q1383470,Excelsior Diamond
http://www.wikidata.org/entity/Q1467760,Orlov
http://www.wikidata.org/entity/Q1475973,Regent Diamond
http://www.wikidata.org/entity/Q1632223,Sancy
http://www.wikidata.org/entity/Q19245576,4372
http://www.wikidata.org/entity/Q19246555,4942
http://www.wikidata.org/entity/Q19245912,4561
http://www.wikidata.org/entity/Q19246557,4943
http://www.wikidata.org/entity/Q19246559,4944
http://www.wikidata.org/entity/Q19245580,4375
http://www.wikidata.org/entity/Q19246562,4946
http://www.wikidata.org/entity/Q19246563,4947
http://www.wikidata.org/entity/Q19245969,4591
http://www.wikidata.org/entity/Q19246551,4939
http://www.wikidata.org/entity/Q19246547,4937
http://www.wikidata.org/entity/Q19246549,4938
http://www.wikidata.org/entity/Q19245613,4393
http://www.wikidata.org/entity/Q19245610,4391
http://www.wikidata.org/entity/Q19245611,4392
http://www.wikidata.org/entity/Q19246552,4940
http://www.wikidata.org/entity/Q19246554,4941
http://www.wikidata.org/entity/Q19246545,4936
http://www.wikidata.org/entity/Q19245616,4394
http://www.wikidata.org/entity/Q19245618,4395
http://www.wikidata.org/entity/Q19245607,4390
http://www.wikidata.org/entity/Q19245597,4385
http://www.wikidata.org/entity/Q19245599,4386
http://www.wikidata.org/entity/Q19246565,4948
http://www.wikidata.org/entity/Q19246571,4953
http://www.wikidata.org/entity/Q19246576,4956
http://www.wikidata.org/entity/Q19245619,4396
http://www.wikidata.org/entity/Q19245979,4597
http://www.wikidata.org/entity/Q19245622,4397
http://www.wikidata.org/entity/Q19245623,4398
http://www.wikidata.org/entity/Q19246584,4962
http://www.wikidata.org/entity/Q1677463,Jacob Diamond
http://www.wikidata.org/entity/Q1776663,Tiffany Yellow Diamond
http://www.wikidata.org/entity/Q1790227,Krupp Diamond
http://www.wikidata.org/entity/Q1830332,Vargas diamond
http://www.wikidata.org/entity/Q1841554,Spoonmaker's Diamond
http://www.wikidata.org/entity/Q2037465,Star of the South
http://www.wikidata.org/entity/Q2081700,Millennium Star
http://www.wikidata.org/entity/Q2445319,Akbar Shah
http://www.wikidata.org/entity/Q2473122,Kazanjian Red Diamond
http://www.wikidata.org/entity/Q2496193,Oppenheimer Diamond
http://www.wikidata.org/entity/Q2703578,Taylor-Burton Diamond
http://www.wikidata.org/entity/Q2757039,Centenary Diamond
http://www.wikidata.org/entity/Q2789047,Eagle Diamond
http://www.wikidata.org/entity/Q4062709,Nassak Diamond
http://www.wikidata.org/entity/Q19245602,4387
http://www.wikidata.org/entity/Q19246577,4957
http://www.wikidata.org/entity/Q19246579,4958
http://www.wikidata.org/entity/Q19245991,4603
http://www.wikidata.org/entity/Q19246567,4949
http://www.wikidata.org/entity/Q19246568,4951
http://www.wikidata.org/entity/Q19246570,4952
http://www.wikidata.org/entity/Q19246586,4963
http://www.wikidata.org/entity/Q19246587,4964
http://www.wikidata.org/entity/Q19246573,4954
http://www.wikidata.org/entity/Q19246575,4955
http://www.wikidata.org/entity/Q24233900,Blue Moon of Josephine Diamond
http://www.wikidata.org/entity/Q24233901,Sweet Josephine
http://www.wikidata.org/entity/Q25209812,Alexander Pushkin
http://www.wikidata.org/entity/Q25260094,The Creator
http://www.wikidata.org/entity/Q26869460,The Aurora Green Diamond
http://www.wikidata.org/entity/Q28178790,Star of the East
http://www.wikidata.org/entity/Q29565221,Native sulfur-MCG 53622
http://www.wikidata.org/entity/Q63862581,Okavango Blue
http://www.wikidata.org/entity/Q5457142,Flame Queen Opal
http://www.wikidata.org/entity/Q5518134,Galaxy Opal
http://www.wikidata.org/entity/Q5642935,Halley's Comet Opal
http://www.wikidata.org/entity/Q29564149,Malachite sample-MCG Lausanne 64677
http://www.wikidata.org/entity/Q29565668,Set of cubical pyrite cristals-MCG 58673
http://www.wikidata.org/entity/Q29571569,Cubic pyrite cristals Navajun-MCG
http://www.wikidata.org/entity/Q29571697,Curved quartz cristals-MCG 64609
http://www.wikidata.org/entity/Q29572203,Pyrite-AMGL 79547
http://www.wikidata.org/entity/Q29572464,Stibnite deformed cristals-MCG 53448
http://www.wikidata.org/entity/Q29572588,Hyaline quartz-MCG-NM
http://www.wikidata.org/entity/Q29581990,Tourmaline-MCG 79448
http://www.wikidata.org/entity/Q29583840,prasiolite quartz-MCG 90942
http://www.wikidata.org/entity/Q29645041,Hyaline quartz-AMGL 65026
http://www.wikidata.org/entity/Q29655773,Albite and green tourmaline-AMGL 53595
http://www.wikidata.org/entity/Q29680343,Tourmaline-MGL 79874
http://www.wikidata.org/entity/Q29680666,Tourmaline-MGL 79875
http://www.wikidata.org/entity/Q29680972,Tourmaline-MGL 79876
http://www.wikidata.org/entity/Q29683198,Opal-MGL 64692
http://www.wikidata.org/entity/Q29684409,Malachite-AMGL 65559
http://www.wikidata.org/entity/Q29727315,Star of the Asturia-sphalerite-MGL 92297
http://www.wikidata.org/entity/Q29733111,Malachite-AMGL 79409
http://www.wikidata.org/entity/Q29757844,Pyrite-MGL 14438
http://www.wikidata.org/entity/Q29791199,Opal-AMGL 53372
http://www.wikidata.org/entity/Q19246589,4965
http://www.wikidata.org/entity/Q19246599,4972
http://www.wikidata.org/entity/Q19246600,4973
http://www.wikidata.org/entity/Q19246593,4968
http://www.wikidata.org/entity/Q29263215,choir fence in the former Jesuit college of Rodez
http://www.wikidata.org/entity/Q19246602,4974
http://www.wikidata.org/entity/Q19246999,5222
http://www.wikidata.org/entity/Q19247001,5223
http://www.wikidata.org/entity/Q19246594,4969
http://www.wikidata.org/entity/Q19246590,4966
http://www.wikidata.org/entity/Q19246592,4967
http://www.wikidata.org/entity/Q19246609,4978
http://www.wikidata.org/entity/Q19246597,4971
http://www.wikidata.org/entity/Q19247007,5227
http://www.wikidata.org/entity/Q19247008,5228
http://www.wikidata.org/entity/Q19246604,4975
http://www.wikidata.org/entity/Q19246605,4976
http://www.wikidata.org/entity/Q19246610,4979
http://www.wikidata.org/entity/Q19246612,4980
http://www.wikidata.org/entity/Q4160412,The Jonker
http://www.wikidata.org/entity/Q4740282,Amarillo Starlight
http://www.wikidata.org/entity/Q4789834,Argyle Pink Jubilee
http://www.wikidata.org/entity/Q5250575,Deepdene
http://www.wikidata.org/entity/Q5374515,Empress Eugénie
http://www.wikidata.org/entity/Q5378235,English Dresden
http://www.wikidata.org/entity/Q5579388,Golden Eye Diamond
http://www.wikidata.org/entity/Q6432366,Korloff Noir
http://www.wikidata.org/entity/Q6531333,Lesotho Promise
http://www.wikidata.org/entity/Q7042098,Nizam Diamond
http://www.wikidata.org/entity/Q7075981,Ocean Dream Diamond
http://www.wikidata.org/entity/Q7134591,paragon
http://www.wikidata.org/entity/Q7232632,Portuguese Diamond
http://www.wikidata.org/entity/Q7240338,Premier Rose Diamond
http://www.wikidata.org/entity/Q7259844,Pumpkin Diamond
http://www.wikidata.org/entity/Q7601259,Star of South Africa
http://www.wikidata.org/entity/Q7882795,Uncle Sam
http://www.wikidata.org/entity/Q8037480,Woyie River
http://www.wikidata.org/entity/Q12203386,Princie Diamond
http://www.wikidata.org/entity/Q12749663,Great Chrysanthemum Diamond
http://www.wikidata.org/entity/Q13567332,Heart of Eternity Diamond
http://www.wikidata.org/entity/Q15629677,Great Table diamond
http://www.wikidata.org/entity/Q17105048,Ocean Paradise Diamond
http://www.wikidata.org/entity/Q20656185,Saxon White Diamond
http://www.wikidata.org/entity/Q21050550,Victoria-Transvaal Diamond
http://www.wikidata.org/entity/Q21518299,Lesedi La Rona
http://www.wikidata.org/entity/Q24123127,Oppenheimer Blue
http://www.wikidata.org/entity/Q19246614,4982
http://www.wikidata.org/entity/Q19246615,4983
http://www.wikidata.org/entity/Q19247003,5224
http://www.wikidata.org/entity/Q19247004,5225
http://www.wikidata.org/entity/Q19247012,5230
http://www.wikidata.org/entity/Q19247013,5231
http://www.wikidata.org/entity/Q19247015,5232
http://www.wikidata.org/entity/Q19246030,4621
http://www.wikidata.org/entity/Q19246617,4984
http://www.wikidata.org/entity/Q19247010,5229
http://www.wikidata.org/entity/Q19246607,4977
http://www.wikidata.org/entity/Q19247017,5233
http://www.wikidata.org/entity/Q19247019,5234
http://www.wikidata.org/entity/Q19246613,4981
http://www.wikidata.org/entity/Q19246618,4985
http://www.wikidata.org/entity/Q19246620,4986
http://www.wikidata.org/entity/Q19246621,4987
http://www.wikidata.org/entity/Q19247021,5235
http://www.wikidata.org/entity/Q19246627,4990
http://www.wikidata.org/entity/Q19247367,5453
http://www.wikidata.org/entity/Q19247368,5454
http://www.wikidata.org/entity/Q19247025,5238
http://www.wikidata.org/entity/Q19247370,5455
http://www.wikidata.org/entity/Q19246628,4991
http://www.wikidata.org/entity/Q19247027,5239
http://www.wikidata.org/entity/Q19247028,5240
http://www.wikidata.org/entity/Q19247029,5241
http://www.wikidata.org/entity/Q19247373,5457
http://www.wikidata.org/entity/Q19246633,4993
http://www.wikidata.org/entity/Q19246634,4994
http://www.wikidata.org/entity/Q19247376,5459
http://www.wikidata.org/entity/Q19247374,5458
http://www.wikidata.org/entity/Q19247033,5243
http://www.wikidata.org/entity/Q19247034,5244
http://www.wikidata.org/entity/Q19247036,5245
http://www.wikidata.org/entity/Q19247031,5242
http://www.wikidata.org/entity/Q19246639,4996
http://www.wikidata.org/entity/Q19246640,4997
http://www.wikidata.org/entity/Q19246642,4998
http://www.wikidata.org/entity/Q19247383,5465
http://www.wikidata.org/entity/Q19247380,5462
http://www.wikidata.org/entity/Q19247382,5463
http://www.wikidata.org/entity/Q19246643,4999
http://www.wikidata.org/entity/Q19247037,5246
http://www.wikidata.org/entity/Q19247039,5247
http://www.wikidata.org/entity/Q19247042,5249
http://www.wikidata.org/entity/Q19247044,5251
http://www.wikidata.org/entity/Q19247040,5248
http://www.wikidata.org/entity/Q19247045,5252
http://www.wikidata.org/entity/Q19246623,4988
http://www.wikidata.org/entity/Q19246625,4989
http://www.wikidata.org/entity/Q62590549,Daly Creek Member
http://www.wikidata.org/entity/Q62591926,Fortress Mountain Member
http://www.wikidata.org/entity/Q62591965,Lost Creek Tuff Member
http://www.wikidata.org/entity/Q62597559,Limekiln Spring Member
http://www.wikidata.org/entity/Q62597587,Sourdough Limestone Member
http://www.wikidata.org/entity/Q62603926,Phoenix Member
http://www.wikidata.org/entity/Q62603927,Redrock Canyon Sandstone Member
http://www.wikidata.org/entity/Q62603929,Saucelito Member
http://www.wikidata.org/entity/Q62603930,Whiterock Bluff Shale Member
http://www.wikidata.org/entity/Q62604459,Pato Red Member
http://www.wikidata.org/entity/Q63008791,Fossil Hill Member
http://www.wikidata.org/entity/Q63009354,Panther Canyon Member
http://www.wikidata.org/entity/Q63258267,Baker Canyon Conglomerate Member
http://www.wikidata.org/entity/Q63258272,Holz Shale Member
http://www.wikidata.org/entity/Q63378753,Hines Tongue
http://www.wikidata.org/entity/Q63379109,Rainstorm Member
http://www.wikidata.org/entity/Q63379210,Montenegro Member
http://www.wikidata.org/entity/Q63379699,Rainbow Gardens Member
http://www.wikidata.org/entity/Q63436986,Mazama Member
http://www.wikidata.org/entity/Q63506594,Brushy Basin Member
http://www.wikidata.org/entity/Q63533587,Prairie Hollow Member
http://www.wikidata.org/entity/Q63540470,Cubero Tongue
http://www.wikidata.org/entity/Q63540612,Encinal Canyon Member
http://www.wikidata.org/entity/Q63540649,Janssen Clay Member
http://www.wikidata.org/entity/Q63540707,Nishnabotna Member
http://www.wikidata.org/entity/Q63540760,Oak Canyon Member
http://www.wikidata.org/entity/Q63540802,Paguate Tongue
http://www.wikidata.org/entity/Q63540877,Twowells Member
http://www.wikidata.org/entity/Q63540971,White Rock Mesa Member
http://www.wikidata.org/entity/Q63541037,Woodbury Member
http://www.wikidata.org/entity/Q63861309,Temple Mountain Member
http://www.wikidata.org/entity/Q63861406,Moss Back Member
http://www.wikidata.org/entity/Q63861430,Church Rock Member
http://www.wikidata.org/entity/Q63861449,Tidwell Member
http://www.wikidata.org/entity/Q63979226,Abiquiu Tuff Member
http://www.wikidata.org/entity/Q63979242,Zia Member
http://www.wikidata.org/entity/Q64001733,Sniabar Limestone Member
http://www.wikidata.org/entity/Q64023683,Iyanbito Member
http://www.wikidata.org/entity/Q64024081,Bluecastle Tongue
http://www.wikidata.org/entity/Q64214803,Fields Springs member
http://www.wikidata.org/entity/Q64214823,Sentinel Bluffs Member
http://www.wikidata.org/entity/Q64214829,Slack Canyon member
http://www.wikidata.org/entity/Q64214835,Teepee Butte Member
http://www.wikidata.org/entity/Q64214848,Umtanum member
http://www.wikidata.org/entity/Q64214853,Winter Water member
http://www.wikidata.org/entity/Q64214879,Asotin Member
http://www.wikidata.org/entity/Q64214880,Buford Member
http://www.wikidata.org/entity/Q64214895,Craigmont Member
http://www.wikidata.org/entity/Q64214901,Elephant Mountain Member
http://www.wikidata.org/entity/Q64214905,Grangeville Member
http://www.wikidata.org/entity/Q64214909,Ice Harbor Member
http://www.wikidata.org/entity/Q64214917,Icicle Flat Member
http://www.wikidata.org/entity/Q64214923,Lower Monumental Member
http://www.wikidata.org/entity/Q64214925,Pomona Member
http://www.wikidata.org/entity/Q64214926,Swamp Creek Member
http://www.wikidata.org/entity/Q64214930,Umatilla Member
http://www.wikidata.org/entity/Q64214934,Weissenfels Ridge Member
http://www.wikidata.org/entity/Q64214936,Wilbur Creek Member
http://www.wikidata.org/entity/Q64214946,Eckler Mountain Member
http://www.wikidata.org/entity/Q64214950,Frenchman Springs Member
http://www.wikidata.org/entity/Q64214954,Onaway Member
http://www.wikidata.org/entity/Q64214958,Priest Rapids Member
http://www.wikidata.org/entity/Q64214962,Roza Member
http://www.wikidata.org/entity/Q64224571,Twowells Tongue
http://www.wikidata.org/entity/Q64224632,Atarque Sandstone Member
http://www.wikidata.org/entity/Q64224727,Atarque Member
http://www.wikidata.org/entity/Q64224814,Carthage Member
http://www.wikidata.org/entity/Q64224938,Fite Ranch Sandstone Member
http://www.wikidata.org/entity/Q64225430,Bridwell Member
http://www.wikidata.org/entity/Q64225440,Couch Member
http://www.wikidata.org/entity/Q64229255,Chilson Member
http://www.wikidata.org/entity/Q64229449,Getaway Limestone Member
http://www.wikidata.org/entity/Q64300755,Boucher Tongue
http://www.wikidata.org/entity/Q64301508,Elves Chasm Tongue
http://www.wikidata.org/entity/Q64302358,Flour Sack Member
http://www.wikidata.org/entity/Q64302848,Garnet Canyon Tongue
http://www.wikidata.org/entity/Q64303893,Sanup Plateau Member
http://www.wikidata.org/entity/Q64304385,Lava Falls Tongue
http://www.wikidata.org/entity/Q64304635,Meriwitica Tongue
http://www.wikidata.org/entity/Q64304956,Meriwitica Member
http://www.wikidata.org/entity/Q64305121,Tincanebits Member
http://www.wikidata.org/entity/Q64305422,Parashant Tongue
http://www.wikidata.org/entity/Q64305749,Gateway Canyon Member
http://www.wikidata.org/entity/Q64306286,Tincanebits Tongue
http://www.wikidata.org/entity/Q64317197,Carbon Canyon Member
http://www.wikidata.org/entity/Q64317460,Duppa Member
http://www.wikidata.org/entity/Q64317797,Jupiter Member
http://www.wikidata.org/entity/Q64318046,Tanner Member
http://www.wikidata.org/entity/Q64341523,Awatubi Member
http://www.wikidata.org/entity/Q64341667,Carbon Butte Member
http://www.wikidata.org/entity/Q64341819,Walcott Member
http://www.wikidata.org/entity/Q64341964,Agua Zarca Sandstone Member
http://www.wikidata.org/entity/Q64348251,Los Esteros Member
http://www.wikidata.org/entity/Q64348273,Tecolotito Member
http://www.wikidata.org/entity/Q64348334,Lovell Wash Member
http://www.wikidata.org/entity/Q64459517,Twelvemile Canyon Member
http://www.wikidata.org/entity/Q64507024,Acacia Gap Quartzite Member
http://www.wikidata.org/entity/Q64507026,Ainslie Member
http://www.wikidata.org/entity/Q64507028,Airlie Member
http://www.wikidata.org/entity/Q64507031,Amulda Member
http://www.wikidata.org/entity/Q19246056,4637
http://www.wikidata.org/entity/Q19247386,5467
http://www.wikidata.org/entity/Q19247388,5468
http://www.wikidata.org/entity/Q19247385,5466
http://www.wikidata.org/entity/Q19246645,5001
http://www.wikidata.org/entity/Q19247022,5236
http://www.wikidata.org/entity/Q19247024,5237
http://www.wikidata.org/entity/Q19246646,5002
http://www.wikidata.org/entity/Q19246648,5003
http://www.wikidata.org/entity/Q19247389,5469
http://www.wikidata.org/entity/Q19246059,4639
http://www.wikidata.org/entity/Q19246650,5004
http://www.wikidata.org/entity/Q19247048,5254
http://www.wikidata.org/entity/Q19247054,5257
http://www.wikidata.org/entity/Q19247396,5473
http://www.wikidata.org/entity/Q19246651,5005
http://www.wikidata.org/entity/Q19246653,5006
http://www.wikidata.org/entity/Q19246655,5007
http://www.wikidata.org/entity/Q19246066,4643
http://www.wikidata.org/entity/Q19247401,5476
http://www.wikidata.org/entity/Q19247055,5258
http://www.wikidata.org/entity/Q19247050,5255
http://www.wikidata.org/entity/Q19247057,5259
http://www.wikidata.org/entity/Q19247058,5260
http://www.wikidata.org/entity/Q19247399,5475
http://www.wikidata.org/entity/Q19247060,5261
http://www.wikidata.org/entity/Q19247391,5470
http://www.wikidata.org/entity/Q19247394,5472
http://www.wikidata.org/entity/Q19247061,5262
http://www.wikidata.org/entity/Q19246073,4647
http://www.wikidata.org/entity/Q19247404,5478
http://www.wikidata.org/entity/Q19247407,5480
http://www.wikidata.org/entity/Q19247409,5481
http://www.wikidata.org/entity/Q19246074,4648
http://www.wikidata.org/entity/Q19246076,4650
http://www.wikidata.org/entity/Q19246071,4646
http://www.wikidata.org/entity/Q19247063,5263
http://www.wikidata.org/entity/Q19247064,5264
http://www.wikidata.org/entity/Q19247066,5265
http://www.wikidata.org/entity/Q19247415,5485
http://www.wikidata.org/entity/Q19246077,4651
http://www.wikidata.org/entity/Q19247411,5482
http://www.wikidata.org/entity/Q19247414,5484
http://www.wikidata.org/entity/Q19246079,4652
http://www.wikidata.org/entity/Q19246081,4653
http://www.wikidata.org/entity/Q19247071,5268
http://www.wikidata.org/entity/Q19246082,4654
http://www.wikidata.org/entity/Q19247420,5488
http://www.wikidata.org/entity/Q19247072,5269
http://www.wikidata.org/entity/Q19247074,5270
http://www.wikidata.org/entity/Q19246084,4655
http://www.wikidata.org/entity/Q19247067,5266
http://www.wikidata.org/entity/Q19247069,5267
http://www.wikidata.org/entity/Q19247425,5491
http://www.wikidata.org/entity/Q19247421,5489
http://www.wikidata.org/entity/Q19247423,5490
http://www.wikidata.org/entity/Q19246088,4657
http://www.wikidata.org/entity/Q19247417,5486
http://www.wikidata.org/entity/Q19247418,5487
http://www.wikidata.org/entity/Q19247077,5272
http://www.wikidata.org/entity/Q19247078,5273
http://www.wikidata.org/entity/Q19246090,4658
http://www.wikidata.org/entity/Q19247075,5271
http://www.wikidata.org/entity/Q19247080,5274
http://www.wikidata.org/entity/Q19247426,5492
http://www.wikidata.org/entity/Q19247428,5493
http://www.wikidata.org/entity/Q19247431,5495
http://www.wikidata.org/entity/Q19247429,5494
http://www.wikidata.org/entity/Q19247081,5275
http://www.wikidata.org/entity/Q19247083,5276
http://www.wikidata.org/entity/Q19246095,4661
http://www.wikidata.org/entity/Q19246091,4659
http://www.wikidata.org/entity/Q19246093,4660
http://www.wikidata.org/entity/Q19247085,5277
http://www.wikidata.org/entity/Q19247433,5496
http://www.wikidata.org/entity/Q19247435,5497
http://www.wikidata.org/entity/Q19246097,4662
http://www.wikidata.org/entity/Q19246099,4663
http://www.wikidata.org/entity/Q19246100,4664
http://www.wikidata.org/entity/Q19247436,5498
http://www.wikidata.org/entity/Q19247438,5499
http://www.wikidata.org/entity/Q19247087,5278
http://www.wikidata.org/entity/Q19247088,5279
http://www.wikidata.org/entity/Q19247090,5280
http://www.wikidata.org/entity/Q19246102,4665
http://www.wikidata.org/entity/Q19246104,4666
http://www.wikidata.org/entity/Q19247091,5281
http://www.wikidata.org/entity/Q19247093,5282
http://www.wikidata.org/entity/Q19247442,5502
http://www.wikidata.org/entity/Q19246105,4667
http://www.wikidata.org/entity/Q19247094,5283
http://www.wikidata.org/entity/Q19247445,5504
http://www.wikidata.org/entity/Q19247447,5505
http://www.wikidata.org/entity/Q19246107,4668
http://www.wikidata.org/entity/Q19246109,4669
http://www.wikidata.org/entity/Q19247096,5284
http://www.wikidata.org/entity/Q19247448,5506
http://www.wikidata.org/entity/Q19246110,4670
http://www.wikidata.org/entity/Q19247098,5285
http://www.wikidata.org/entity/Q19247099,5286
http://www.wikidata.org/entity/Q19247451,5508
http://www.wikidata.org/entity/Q19247453,5509
http://www.wikidata.org/entity/Q19246112,4671
http://www.wikidata.org/entity/Q19246113,4672
http://www.wikidata.org/entity/Q19247101,5287
http://www.wikidata.org/entity/Q19247454,5510
http://www.wikidata.org/entity/Q19246115,4673
http://www.wikidata.org/entity/Q19247102,5288
http://www.wikidata.org/entity/Q19247104,5289
http://www.wikidata.org/entity/Q19247456,5511
http://www.wikidata.org/entity/Q19247458,5512
http://www.wikidata.org/entity/Q19246117,4674
http://www.wikidata.org/entity/Q19246118,4675
http://www.wikidata.org/entity/Q19247105,5290
http://www.wikidata.org/entity/Q19247460,5513
http://www.wikidata.org/entity/Q19247107,5291
http://www.wikidata.org/entity/Q19247109,5292
http://www.wikidata.org/entity/Q19247461,5514
http://www.wikidata.org/entity/Q19247464,5515
http://www.wikidata.org/entity/Q19246121,4677
http://www.wikidata.org/entity/Q19246123,4678
http://www.wikidata.org/entity/Q19247466,5516
http://www.wikidata.org/entity/Q19247110,5293
http://www.wikidata.org/entity/Q19246125,4679
http://www.wikidata.org/entity/Q19247111,5294
http://www.wikidata.org/entity/Q19247113,5295
http://www.wikidata.org/entity/Q19247114,5297
http://www.wikidata.org/entity/Q19247467,5517
http://www.wikidata.org/entity/Q19247469,5518
http://www.wikidata.org/entity/Q19246126,4680
http://www.wikidata.org/entity/Q19247116,5298
http://www.wikidata.org/entity/Q19247117,5299
http://www.wikidata.org/entity/Q19247472,5520
http://www.wikidata.org/entity/Q19246129,4682
http://www.wikidata.org/entity/Q19247119,5300
http://www.wikidata.org/entity/Q19246131,4683
http://www.wikidata.org/entity/Q19246133,4684
http://www.wikidata.org/entity/Q19246134,4685
http://www.wikidata.org/entity/Q19247120,5301
http://www.wikidata.org/entity/Q19247122,5302
http://www.wikidata.org/entity/Q19247475,5522
http://www.wikidata.org/entity/Q19247477,5523
http://www.wikidata.org/entity/Q19247123,5303
http://www.wikidata.org/entity/Q19247478,5524
http://www.wikidata.org/entity/Q19246136,4686
http://www.wikidata.org/entity/Q19247125,5304
http://www.wikidata.org/entity/Q19247126,5305
http://www.wikidata.org/entity/Q19247627,5617
http://www.wikidata.org/entity/Q19247629,5618
http://www.wikidata.org/entity/Q19247128,5306
http://www.wikidata.org/entity/Q19247630,5619
http://www.wikidata.org/entity/Q19246141,4689
http://www.wikidata.org/entity/Q19246137,4687
http://www.wikidata.org/entity/Q19246139,4688
http://www.wikidata.org/entity/Q19247633,5620
http://www.wikidata.org/entity/Q19247635,5621
http://www.wikidata.org/entity/Q19247130,5307
http://www.wikidata.org/entity/Q19247132,5308
http://www.wikidata.org/entity/Q19247482,5526
http://www.wikidata.org/entity/Q19247485,5528
http://www.wikidata.org/entity/Q19246142,4690
http://www.wikidata.org/entity/Q19246145,4691
http://www.wikidata.org/entity/Q19247486,5529
http://www.wikidata.org/entity/Q19247491,5532
http://www.wikidata.org/entity/Q19247135,5310
http://www.wikidata.org/entity/Q19247134,5309
http://www.wikidata.org/entity/Q19247137,5311
http://www.wikidata.org/entity/Q19247138,5312
http://www.wikidata.org/entity/Q19247493,5533
http://www.wikidata.org/entity/Q19247637,5623
http://www.wikidata.org/entity/Q19247639,5624
http://www.wikidata.org/entity/Q19247641,5625
http://www.wikidata.org/entity/Q19247636,5622
http://www.wikidata.org/entity/Q19246148,4693
http://www.wikidata.org/entity/Q19246149,4694
http://www.wikidata.org/entity/Q19247642,5626
http://www.wikidata.org/entity/Q19247644,5627
http://www.wikidata.org/entity/Q19246151,4695
http://www.wikidata.org/entity/Q19247494,5534
http://www.wikidata.org/entity/Q19247495,5535
http://www.wikidata.org/entity/Q19247497,5536
http://www.wikidata.org/entity/Q19247647,5629
http://www.wikidata.org/entity/Q19247499,5537
http://www.wikidata.org/entity/Q19247500,5538
http://www.wikidata.org/entity/Q19246156,4698
http://www.wikidata.org/entity/Q19246153,4696
http://www.wikidata.org/entity/Q19246154,4697
http://www.wikidata.org/entity/Q19247649,5630
http://www.wikidata.org/entity/Q19247650,5631
http://www.wikidata.org/entity/Q19247502,5539
http://www.wikidata.org/entity/Q19247646,5628
http://www.wikidata.org/entity/Q19247652,5632
http://www.wikidata.org/entity/Q19246160,4700
http://www.wikidata.org/entity/Q19247653,5633
http://www.wikidata.org/entity/Q19247655,5634
http://www.wikidata.org/entity/Q19246163,4701
http://www.wikidata.org/entity/Q19247503,5540
http://www.wikidata.org/entity/Q19247505,5541
http://www.wikidata.org/entity/Q19247658,5635
http://www.wikidata.org/entity/Q19247507,5542
http://www.wikidata.org/entity/Q19247508,5543
http://www.wikidata.org/entity/Q19247510,5544
http://www.wikidata.org/entity/Q19247659,5636
http://www.wikidata.org/entity/Q19247661,5637
http://www.wikidata.org/entity/Q19247663,5638
http://www.wikidata.org/entity/Q19247665,5639
http://www.wikidata.org/entity/Q19247511,5545
http://www.wikidata.org/entity/Q19247666,5640
http://www.wikidata.org/entity/Q19247513,5546
http://www.wikidata.org/entity/Q19247514,5547
http://www.wikidata.org/entity/Q19247668,5641
http://www.wikidata.org/entity/Q19247516,5548
http://www.wikidata.org/entity/Q19247669,5642
http://www.wikidata.org/entity/Q19247671,5643
http://www.wikidata.org/entity/Q19247518,5549
http://www.wikidata.org/entity/Q19247674,5645
http://www.wikidata.org/entity/Q19247675,5646
http://www.wikidata.org/entity/Q19247522,5552
http://www.wikidata.org/entity/Q19247676,5647
http://www.wikidata.org/entity/Q19247524,5553
http://www.wikidata.org/entity/Q19247526,5554
http://www.wikidata.org/entity/Q19247678,5648
http://www.wikidata.org/entity/Q19247680,5649
http://www.wikidata.org/entity/Q19247527,5555
http://www.wikidata.org/entity/Q19247682,5650
http://www.wikidata.org/entity/Q19247529,5556
http://www.wikidata.org/entity/Q19247533,5558
http://www.wikidata.org/entity/Q19247534,5559
http://www.wikidata.org/entity/Q19247684,5651
http://www.wikidata.org/entity/Q19247685,5652
http://www.wikidata.org/entity/Q19247687,5653
http://www.wikidata.org/entity/Q19247536,5560
http://www.wikidata.org/entity/Q19247538,5561
http://www.wikidata.org/entity/Q19247540,5562
http://www.wikidata.org/entity/Q19247689,5654
http://www.wikidata.org/entity/Q19247544,5564
http://www.wikidata.org/entity/Q19247690,5655
http://www.wikidata.org/entity/Q19247692,5656
http://www.wikidata.org/entity/Q19247693,5657
http://www.wikidata.org/entity/Q19247548,5567
http://www.wikidata.org/entity/Q19247300,5415
http://www.wikidata.org/entity/Q19247302,5416
http://www.wikidata.org/entity/Q19247695,5658
